question_id,question
Q01742,do you need your horses hooves trimmed
Q01517,dio you want to know how memory is formed
Q03458,would you like to know how long george bush sr was president
Q01066,are you looking for the definition of wind power
Q01879,do you want the generic types or name brand
Q03804,would you like to see a ground map showing the uplift of yellowstone national park
Q01795,do you want black and white or colored designs
Q00160,are you interested in building a home
Q01288,are you referring to the vietnam veterans memorial wall
Q02289,do you want to know what madagascar is famouss for
Q00898,are you looking for information on purchasing and installing solar panels
Q02494,from which airport are you leaving
Q03430,would you like to know about the symptoms
Q01004,are you looking for scientific evidence
Q02821,what kind of information about von willebrand disease do you want to see
Q03415,would you like to know about the 2002 ministries
Q02378,do you want to learn about unc the school
Q00469,are you interested in the movie or the novel
Q01762,do you want a jax chemical company coupon
Q01305,are you searching for doctors that treat this condition
Q03500,would you like to know if spaying would stop the heat of a female dog
Q02009,do you want to know about the tennessee titans
Q03639,would you like to know to to mend a shirt
Q01689,do you need the address of east ridge high school
Q02552,how would you like to lower your heart rate
Q01188,are you planning any events there
Q03800,would you like to search museums about african american music history
Q01917,do you want to buy their music
Q00299,are you interested in learning more about sun tzus art of war
Q02403,do you want to obtain forms from the dmv
Q03438,would you like to know about woodworking
Q03461,would you like to know how many flowing plants there are
Q00843,are you looking for furniture for a specific room
Q01148,are you looking to buy the album the wall online
Q03332,would you like to email the va dmv registration
Q03889,would you like to see specs on this equipment
Q03812,would you like to see a list of new released ps2 games
Q03920,would you like to understand better how solar water fountains work
Q03859,would you like to see mister rogers biography
Q00860,are you looking for home remedies
Q03135,would like to know a list of marshall county schools in your state
Q02138,do you want to know if they are a requirement where you live
Q01543,do you have high blood pressure
Q02305,do you want to know what they look like
Q00603,are you looking for a company which provides internet services
Q01012,are you looking for smoking alternative products
Q01162,are you looking to hire a land surveyor
Q02958,what would you like to know about uplift
